"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration - Mus musculus (house mouse)","38/2083","119/10650",0.319327731092437,1.63266458767857,3.42213285315341,0.000874979061631278,0.005351926304365,0.00302847061944597,"17698/109711/13057/18260/19878/17970/60595/12385/53624/12740/67938/11465/17356/16456/16414/17972/19354/17969/57257/12767/12927/17395/74769/22324/239931/14677/234779/56508/232906/16409/18613/19094/18710/19229/12739/171486/18751/22323",38
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","41/2083","131/10650",0.312977099236641,1.60019496249171,3.40820281904396,0.000877765098260232,0.005351926304365,0.00302847061944597,"14127/21926/208449/19878/71978/13033/12028/19697/17250/19354/21937/20397/11652/104725/74769/81535/26419/14360/14677/225849/14389/71609/170758/73699/66612/12043/56632/26420/19094/18710/11886/74442/14682/18805/59032/12122/54447/18751/14673/16653/545975",41
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer - Mus musculus (house mouse)","25/2083","69/10650",0.36231884057971,1.8524703082928,3.5028788293824,0.000881675720661285,0.005351926304365,0.00302847061944597,"16590/20539/15277/14183/13649/17295/18746/20525/56421/228026/18642/80879/11652/18648/269951/74769/16828/15251/319801/100126824/18710/18641/15275/16832/16653",25
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection - Mus musculus (house mouse)","61/2083","214/10650",0.285046728971963,1.45739206123447,3.33282982430561,0.00092533851505435,0.00551630442075022,0.00312148652953922,"16176/21926/11796/12028/12317/19697/58235/15976/67996/21937/71586/14102/15015/16391/14827/18035/12010/13063/12702/11652/56489/27103/246727/74769/11783/12266/24014/20963/20296/57317/12370/21355/14969/21354/15980/54123/20846/13163/71609/15975/12048/21681/266632/16402/20847/16151/67933/12043/18987/69550/13667/18710/12367/12018/108014/22031/217715/15467/14998/64930/12122",61
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B - Mus musculus (house mouse)","49/2083","164/10650",0.298780487804878,1.52761027130194,3.35749136193627,0.000940641505272436,0.00551630442075022,0.00312148652953922,"21926/14281/11911/16476/12575/26397/22630/12028/19697/26401/71586/14102/18035/13063/11652/56489/12364/17395/74769/26419/11783/11799/21808/12370/54123/231991/12428/20846/15975/21898/12915/266632/20847/16151/12043/26420/19094/18710/12367/20851/19229/20852/22031/15530/117149/26400/12122/18751/16653",49
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis - Mus musculus (house mouse)","74/2083","270/10650",0.274074074074074,1.40129087320638,3.29326859581884,0.000972679806541499,0.00557215440956316,0.00315309011310845,"14275/20404/66371/16835/98878/18759/14183/13649/83814/16573/11867/67771/212285/230597/27965/58194/17999/13859/20844/103967/211914/15015/232227/72318/215280/66251/12767/93737/13660/58220/11841/18717/75608/12390/56433/52055/22042/19349/14773/13855/17274/227700/106572/68089/232910/20479/28006/11773/69710/13132/67282/67064/208650/66713/12340/28084/319277/70160/67588/218441/66914/69780/54189/75767/73178/18805/245666/16004/140500/215632/99371/72685/216238/223593",74
"Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal - Mus musculus (house mouse)","33/2083","100/10650",0.33,1.68722995679309,3.40455627866955,0.000993310083036874,0.00557215440956316,0.00315309011310845,"66922/226421/59026/11911/16476/18412/56486/94044/19697/17532/17342/26419/50873/19349/231874/213948/68943/71648/15251/57436/170731/270151/12048/20130/270096/26420/12176/12034/245860/641376/17966/72825/16653",33
"Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism - Mus musculus (house mouse)","27/2083","77/10650",0.350649350649351,1.79280632953221,3.44269081055636,0.000998478535817675,0.00557215440956316,0.00315309011310845,"233011/16329/75678/84095/16331/74055/104776/18704/74769/53332/18717/18718/234779/16330/114663/225326/17772/71780/21991/103199/16332/219135/170749/55980/20975/234515/320404",27
"Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway - Mus musculus (house mouse)","24/2083","66/10650",0.363636363636364,1.85920656395932,3.45246515005882,0.00104551084357315,0.00574201193454462,0.00324920663165591,"14127/21926/17096/26397/11690/16822/16331/19354/57257/11652/74769/22324/26419/14360/12981/234779/20963/14389/170758/26420/19094/18710/26400/16653",24
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia - Mus musculus (house mouse)","25/2083","70/10650",0.357142857142857,1.82600644674577,3.41880466649528,0.00112071529468598,0.00605886706189607,0.00342850402650645,"12475/12045/12443/16590/16480/12047/67603/19697/12044/20375/21415/19015/11652/74769/12981/21416/12428/235320/16409/16151/18710/20851/12606/12394/16653",25
"Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","31/2083","93/10650",0.333333333333333,1.70427268362938,3.36354097318367,0.00115764280903893,0.00616222172196105,0.00348698886609296,"110651/59008/69010/67579/20111/11652/74769/26419/14677/12534/12235/12531/268697/12428/56150/20878/18749/12530/20112/26420/19094/18710/268930/12877/71890/20868/56371/11515/52717/217232/16653",31
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)","33/2083","101/10650",0.326732673267327,1.67052470969613,3.33852392251525,0.00120335016466853,0.00621544313882088,0.00351710503139849,"16176/21926/12443/14268/14066/16175/16476/13614/12825/13653/12028/19697/56458/74055/11652/12826/74769/26419/234779/20296/21808/12827/20846/12043/12830/26420/19094/18710/12367/20851/12842/18751/16653",33
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A - Mus musculus (house mouse)","51/2083","174/10650",0.293103448275862,1.49858460112239,3.2696435205653,0.00120356846907803,0.00621544313882088,0.00351710503139849,"16176/216799/21926/231382/11739/81489/16175/11465/77125/12028/19697/15976/21937/71586/14102/16391/110196/18035/13063/12702/11652/56489/246727/74769/11783/24014/20296/103573/12370/14969/15980/54123/20846/71609/270151/15975/21898/50528/266632/20847/16151/18710/12367/12018/21933/22031/12571/14998/12445/12122/18751",51
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)","37/2083","117/10650",0.316239316239316,1.6168740844689,3.30824815739333,0.00123999507203653,0.00630938669006825,0.00357026444889776,"13819/112407/11676/15277/13649/13684/108058/12575/15368/14433/20525/13614/21857/19697/11674/56421/112405/228026/18642/11652/74769/16828/234779/13806/22042/15251/15980/21898/170768/12043/18710/433182/22346/18641/15275/16832/18751",37
"Metabolism","Carbohydrate metabolism","mmu00010","Glycolysis / Gluconeogenesis - Mus musculus (house mouse)","24/2083","67/10650",0.358208955223881,1.83145721225844,3.36633686548302,0.00133174695523606,0.00667803545669096,0.00377887007893069,"11522/11529/11670/621603/11676/11669/15277/18746/14433/11674/56421/18642/18648/16828/319625/13806/21991/66681/433182/11671/18641/15275/68401/16832",24
"Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C - Mus musculus (house mouse)","49/2083","167/10650",0.293413173652695,1.50016817061987,3.21230045066661,0.00144891714140827,0.00716179044181804,0.0040526103504051,"21926/12443/16835/18260/13649/16341/71978/53624/12740/12575/12633/22630/12028/19697/15976/21937/14102/16391/15957/18035/13063/12702/11652/56489/27103/246727/74769/11783/239931/24014/12520/22629/12370/54123/20846/71609/15975/73699/20847/16151/18710/12367/12018/22031/12571/12739/15467/12122/16653",49
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)","26/2083","76/10650",0.342105263157895,1.74912196477752,3.23165015118862,0.00184532415333353,0.00883982794235578,0.00500215393148213,"14859/11522/11529/13849/14858/11670/12409/621603/14860/14863/54486/14862/66447/103140/76263/14873/14872/211666/13078/15483/12408/56615/74134/14857/14871/13107",26
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer - Mus musculus (house mouse)","26/2083","76/10650",0.342105263157895,1.74912196477752,3.23165015118862,0.00184532415333353,0.00883982794235578,0.00500215393148213,"12443/13649/12575/19765/12028/19697/19354/11652/74769/26419/21808/19361/20846/170758/12048/12190/16151/26420/18710/12018/12571/17873/21802/19730/18805/16653",26
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)","62/2083","224/10650",0.276785714285714,1.41515499622797,3.0964215602412,0.00186505040402304,0.00883982794235578,0.00500215393148213,"330122/20310/12443/70405/14281/54720/14825/16195/17096/12768/19055/16476/12575/12028/19697/15976/21415/12771/21937/14102/15015/16391/64337/18035/13063/11652/56489/74769/19056/26419/12266/12981/234779/20963/21416/12370/15251/19225/12314/16439/54123/20846/12315/71609/15975/20847/225326/16151/17164/26420/19094/18710/12367/12018/16438/18591/22031/12571/26400/100504663/12122/16653",62
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes - Mus musculus (house mouse)","31/2083","96/10650",0.322916666666667,1.65101416226596,3.15938224383337,0.00205839621452424,0.00947721069629616,0.00536282686191386,"104158/14859/14858/80914/14860/14863/14862/66447/22271/22436/103140/103149/13897/66588/14873/14872/99586/211666/18102/68556/18103/23917/72361/56615/72269/14857/14871/20135/110074/20133/110006",31
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism - Mus musculus (house mouse)","20/2083","54/10650",0.37037037037037,1.89363631514376,3.24617089259069,0.00206485881882037,0.00947721069629616,0.00536282686191386,"11669/11847/18242/11702/18263/11846/20603/14431/12716/228608/17161/66988/242669/212647/18452/11671/14718/20810/12709/66054",20
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)","33/2083","104/10650",0.317307692307692,1.62233649691643,3.1447253538907,0.00208169945930205,0.00947721069629616,0.00536282686191386,"20750/20303/20302/16176/12475/21926/14281/16476/26397/19697/15976/16391/18035/11652/56489/74769/26419/12370/54123/20846/15975/21898/266632/12519/20847/16151/26420/19094/18710/22031/117149/26400/27056",33
"Metabolism","Lipid metabolism","mmu00100","Steroid biosynthesis - Mus musculus (house mouse)","10/2083","20/10650",0.5,2.55640902544407,3.43523752515294,0.00215583832338565,0.00964612187906399,0.00545840787802222,"20652/20775/13121/14137/235293/66234/74754/16987/73166/13360",10
"Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism - Mus musculus (house mouse)","9/2083","17/10650",0.529411764705882,2.70678602694078,3.47264427082475,0.00217455926753466,0.00964612187906399,0.00545840787802222,"107869/50493/23971/20768/23972/214580/232223/50880/70266",9
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)","22/2083","62/10650",0.354838709677419,1.81422575999257,3.17043155390011,0.0023863567007781,0.0104516382084712,0.0059142218033941,"16176/21926/19883/16175/16476/19697/17132/16174/16190/21808/83430/14969/15980/16182/20846/257632/14462/21898/209590/16153/20852/14998",22
"Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton - Mus musculus (house mouse)","64/2083","235/10650",0.272340425531915,1.39242704364613,2.99949324115061,0.00244120161472464,0.0105581969836841,0.00597451974129978,"17698/109711/66922/14268/71960/330662/18479/69632/16403/14183/108100/11789/13649/227753/19878/60595/67938/11867/11465/19241/67771/18643/12631/16399/16414/19354/21844/20259/57257/17532/12767/12927/11652/226970/74769/18717/22324/16411/18590/18718/18481/16419/16421/68089/232906/105855/170758/16409/66214/16402/54004/20130/70584/16398/66713/14164/18710/219140/18591/73178/20544/14745/14673/16653",64
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species - Mus musculus (house mouse)","12/2083","27/10650",0.444444444444444,2.27236357817251,3.26403032641811,0.00280867400909092,0.0119975457672279,0.00678899760482015,"21676/22601/319710/18479/56289/97064/21679/211652/21678/73246/64010/101543",12
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis - Mus musculus (house mouse)","62/2083","228/10650",0.271929824561404,1.39032771559239,2.93768985855055,0.00293508600409777,0.0123846311880223,0.00700803590195359,"109711/12443/16195/22029/252870/17096/56233/18970/227753/60595/11911/16476/12575/18746/22630/69116/12028/19697/12771/12444/15015/20259/16391/18035/74769/12266/19664/12534/19179/20963/22629/12370/54123/231991/12428/71609/83945/12915/12649/23894/16151/58801/18749/17164/19696/18710/12367/20851/12018/105782/20807/22031/14534/12571/83602/209357/12445/114713/15182/229906/237336/16653",62
"Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm - Mus musculus (house mouse)","14/2083","34/10650",0.411764705882353,2.10527802095394,3.18284289626375,0.00306450480532898,0.0127749236463112,0.00722888895106138,"19883/217166/18030/12753/26965/18143/12952/13170/353187/19079/108079/108099/18628/105787",14
"Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism - Mus musculus (house mouse)","40/2083","135/10650",0.296296296296296,1.514909052115,2.96877604869147,0.00311582971746207,0.01283425097907,0.00726246024370859,"66355/27369/23971/12495/56248/18950/11717/14198/67054/22436/18583/18102/23959/207728/23972/18103/23917/68695/209558/242202/66566/109674/11639/11821/66358/18605/29863/66681/78801/20135/229665/12496/50773/53893/328099/11515/108147/20133/13178/210808",40
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway - Mus musculus (house mouse)","60/2083","220/10650",0.272727272727273,1.39440492296949,2.91471555323999,0.00315989525637199,0.0128626324553495,0.00727852034285065,"330122/20310/16176/15944/216799/21926/13057/71914/69538/14825/14469/244332/109333/16476/13030/56486/11796/12363/19697/54483/15976/16391/18035/22166/56489/12364/246727/56338/26419/24014/20296/67955/12370/21929/16439/54123/20846/257632/57436/170731/270151/15975/21898/18439/12048/266632/22051/20847/16151/56532/12043/59079/26420/19094/16438/22031/55991/268973/107607/21353",60
"Metabolism","Glycan biosynthesis and metabolism","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse)","10/2083","21/10650",0.476190476190476,2.43467526232769,3.24490299920952,0.00340108797835742,0.0133772632391048,0.00756973216450711,"233781/58250/77590/212898/218271/234356/338362/319901/100910/269941",10
"Metabolism","Metabolism of cofactors and vitamins","mmu00770","Pantothenate and CoA biosynthesis - Mus musculus (house mouse)","10/2083","21/10650",0.476190476190476,2.43467526232769,3.24490299920952,0.00340108797835742,0.0133772632391048,0.00756973216450711,"11669/103149/99586/246277/209558/18605/12036/75735/11671/71743",10
"Metabolism","Global and overview maps","mmu01230","Biosynthesis of amino acids - Mus musculus (house mouse)","26/2083","79/10650",0.329113924050633,1.6826996116847,3.0031002497791,0.00340230972555266,0.0133772632391048,0.00756973216450711,"107869/11676/11847/76282/232087/21881/18746/14433/11846/11674/56421/18642/19895/107272/18648/269951/13806/100678/236539/12036/21991/433182/14718/328099/18641/108037",26
"Metabolism","Lipid metabolism","mmu00062","Fatty acid elongation - Mus musculus (house mouse)","13/2083","31/10650",0.419354838709677,2.14408498908212,3.14544422770541,0.00353563494426942,0.013745277423789,0.00777797870649453,"93747/106529/52538/170439/70757/15107/70025/66775/74559/83603/30963/57874/72852",13
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection - Mus musculus (house mouse)","65/2083","243/10650",0.267489711934156,1.36762622760382,2.85845600503591,0.00360942576135054,0.0138010408065787,0.00780953328270047,"21926/21938/70405/14281/18479/26965/19055/16476/26397/12631/12028/12317/19697/19354/21937/14102/15015/64337/14827/12767/18035/80287/12010/13063/11652/74769/11767/19056/26419/14677/234779/321006/12534/11769/18481/12370/21355/21354/12314/268697/16439/12315/71609/170758/21898/12048/266632/12649/16151/12043/70584/69550/26420/19094/18710/12367/12018/11768/19229/16438/26400/14682/12122/18751/16653",65
"Cellular Processes","Cell growth and death","mmu04110","Cell cycle - Mus musculus (house mouse)","45/2083","157/10650",0.286624203821656,1.4654574031208,2.89710741033951,0.00362975350693256,0.0138010408065787,0.00780953328270047,"12443/26965/12575/55948/22630/59008/12581/69010/12444/22589/27214/17220/225849/12534/21808/69716/22629/12235/12531/104394/17218/268697/67052/12428/56150/73699/19090/211586/17215/12649/17217/12530/12544/268930/12236/76464/12571/17873/71890/12445/15182/56371/52717/67177/217232",45
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)","36/2083","120/10650",0.3,1.53384541526644,2.89985725113029,0.00389784865775423,0.0146593003867713,0.00829519279567834,"12443/54720/22417/18131/327987/11465/20525/18128/21833/56458/74055/56421/18642/11936/11652/26896/74769/234779/59024/15251/20846/19014/23989/18749/68975/18710/216154/14534/18129/11931/20544/15182/18641/17979/18751/16653",36
"Human Diseases","Neurodegenerative disease","mmu05017","Spinocerebellar ataxia - Mus musculus (house mouse)","41/2083","141/10650",0.290780141843972,1.48670595805967,2.86866733419509,0.00404232557718397,0.0149139619503309,0.00843929699653651,"19883/11739/233871/80912/19182/20422/20743/26444/13063/11652/74781/74769/110616/26419/19664/19179/26443/19173/16439/59029/52639/17463/26440/70247/71722/225326/329015/26420/23997/18710/22359/16438/641340/18044/100504663/56436/14682/105675/229906/18751/237336",41
"Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance - Mus musculus (house mouse)","12/2083","28/10650",0.428571428571429,2.19120773609492,3.11206054353494,0.00405177000962747,0.0149139619503309,0.00843929699653651,"16176/21926/14275/26357/19697/17250/16151/22171/20509/17769/108147/108037",12
"Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway - Mus musculus (house mouse)","45/2083","158/10650",0.284810126582278,1.45618235626561,2.84854150414691,0.00413530702042807,0.0149888548403026,0.00848167630147944,"21926/22419/22417/20539/110651/83409/227743/13684/66290/230784/14368/21937/22413/20111/64898/11652/14367/74769/73834/72124/320311/108079/277854/66335/227154/68576/64899/80909/216742/319481/14362/56032/20112/18710/71962/66144/216805/64930/72446/268706/22409/105787/18751/329679/16653",45
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway - Mus musculus (house mouse)","27/2083","84/10650",0.321428571428571,1.64340580207119,2.91913364058534,0.00415919441218963,0.0149888548403026,0.00848167630147944,"83490/14728/240354/14281/17096/19055/16476/68713/17060/19697/16331/19354/57257/18035/11652/74769/19056/22324/12520/234779/20963/170758/16151/16332/18710/18751/16653",27
"Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)","14/2083","35/10650",0.4,2.04512722035526,3.05371039225193,0.00420207780205016,0.0149888548403026,0.00848167630147944,"20250/106529/20280/170439/70757/70025/66775/113868/74559/83603/30963/56473/76267/57874",14
"Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)","36/2083","121/10650",0.297520661157025,1.52116900687581,2.84290513756012,0.00452708304841177,0.0159833748443926,0.0090444408915638,"70405/110651/108058/11911/16476/18049/73914/12028/19697/26401/18035/14388/20111/20661/11652/74769/26419/234779/192662/108960/23921/12314/18205/12315/266632/12043/18053/20112/17164/26420/19094/18710/12326/26400/12070/16653",36
"Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease - Mus musculus (house mouse)","97/2083","389/10650",0.249357326478149,1.27491863993869,2.72375981750207,0.00475284401298319,0.0166109497827493,0.00939956391722354,"16176/21926/67547/22419/70405/22417/11739/226641/11789/20463/11911/16573/19055/16175/68585/14433/67680/212398/22272/12334/19697/19182/14368/20422/12333/22146/21937/17992/14102/26444/22152/16593/106957/66495/22413/13063/17995/15108/11652/14367/74781/12364/74769/53857/19056/66377/26419/11783/213053/22154/30791/19179/73710/26443/12977/19173/12370/232943/12568/19225/12314/214922/16439/59029/12315/66052/52639/17463/11816/26440/70247/225326/16151/14362/329015/26420/23997/18710/12367/16438/11487/641340/26400/14977/100504663/56436/14682/227197/22409/105675/22151/67738/12122/11491/68427/16971/16653",97
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)","117/2083","481/10650",0.243243243243243,1.24365844481063,2.69649455394197,0.00493888559585923,0.017071784458403,0.00966033437560987,"16176/21926/21938/22419/70405/22417/11739/226641/11789/67128/20463/233871/108058/11911/16573/19055/16175/18412/26397/67680/212398/22272/12334/20907/12028/19697/19182/14368/20422/12333/22146/21937/17992/20743/14102/26444/22152/16593/14776/66495/22413/13063/17995/15108/14367/74781/12364/53857/110616/69590/19056/66377/26419/11783/50873/22154/19179/215114/12460/73710/26443/12977/19173/17274/68943/12370/13191/71648/232943/12568/19225/56791/12314/16439/59029/13163/170731/12315/217695/54152/66052/12048/52639/17463/26440/70247/225326/14362/12043/18391/103199/329015/26420/23997/19094/12367/12018/59288/16438/641340/26400/641376/100504663/56436/14682/227197/74018/22409/105675/22151/67738/12122/18751/64704/21353/67665/16653",117
"Environmental Information Processing","Signaling molecules and interaction","mmu04512","ECM-receptor interaction - Mus musculus (house mouse)","28/2083","89/10650",0.314606741573034,1.60852702724571,2.84254284147604,0.00498338216849337,0.017071784458403,0.00966033437560987,"20750/16777/14268/16403/231470/16774/16782/20971/242022/20969/21825/16399/21923/12826/16780/12827/16419/16776/16421/21828/15366/16423/16402/114249/16398/12830/15530/12842",28
"Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway - Mus musculus (house mouse)","40/2083","140/10650",0.285714285714286,1.46080515739661,2.7062297001174,0.00622021965419878,0.0210999607877723,0.0119397405127035,"110095/70405/18759/15277/106628/13684/19268/56458/53412/19087/12702/11652/74769/16890/26419/14104/19079/23921/102093/12314/108079/12315/20787/208650/18749/16332/216233/26420/18710/14252/107476/108099/14936/53413/64930/19088/105787/15275/68401/16653",40
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome - Mus musculus (house mouse)","50/2083","183/10650",0.273224043715847,1.39694482264703,2.67072541739631,0.00639042223684962,0.0214668552810677,0.0121473534599288,"12475/13057/226421/17970/20335/114143/11974/66290/11465/11984/66212/21825/12317/16414/17972/14131/22146/12330/15015/17969/22152/108078/53857/73834/12266/12721/22154/22042/19349/73710/16419/21355/14969/21354/27060/21871/21828/66335/21898/16409/18779/16402/225326/17113/16398/66144/14998/13040/22151/216238",50
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis - Mus musculus (house mouse)","11/2083","26/10650",0.423076923076923,2.16311532922191,2.92785852424643,0.00658542470655977,0.0219092014275931,0.0123976618969648,"11997/14187/268566/72562/110391/19286/67861/17434/12408/14528/11647",11
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease - Mus musculus (house mouse)","31/2083","103/10650",0.300970873786408,1.53880931628672,2.70940482999639,0.00670548868376708,0.0220961817579372,0.0125034676208589,"20302/16176/21926/14281/71978/16476/12633/12317/19697/21937/14102/18035/11652/74769/26419/12266/14677/20296/21808/12370/14675/15980/21898/73699/266632/16151/26420/19094/18710/16153/14682",31
"Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism - Mus musculus (house mouse)","21/2083","63/10650",0.333333333333333,1.70427268362938,2.76445374136272,0.0068177722386289,0.0222542376845811,0.0125929060216979,"11997/14187/11669/23945/28169/68262/64898/16891/67861/11605/71910/231510/55979/64899/227333/104418/11671/52123/67800/67512/13350",21
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway - Mus musculus (house mouse)","47/2083","171/10650",0.274853801169591,1.4052774759751,2.6343608754654,0.00712997747472037,0.0230558150117126,0.0130464910014559,"12985/12443/12700/16155/16195/18414/13649/16164/12575/14600/16880/16169/12983/18413/15976/20844/12444/12986/16391/12803/12702/11652/53603/74769/18590/192157/12981/16190/83430/16188/15980/93672/20846/15975/12048/20847/12043/216233/209590/18710/20851/17210/213208/16153/18591/20852/12445",47
"Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway - Mus musculus (house mouse)","31/2083","104/10650",0.298076923076923,1.52401307286089,2.64788776515721,0.0078054729411076,0.0250064225705855,0.0141502725832945,"110095/70405/108058/11911/19055/18746/20525/56458/56421/18642/11652/18648/19056/16828/19079/102093/12314/108079/16439/231991/12315/18749/107476/16438/108099/14936/14682/105787/18641/68401/16832",31
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism - Mus musculus (house mouse)","19/2083","56/10650",0.339285714285714,1.73470612440848,2.7180807469532,0.00795434028423278,0.0252495572325187,0.0142878541078445,"208449/66190/14667/15212/20397/14421/81535/56336/50877/11605/56632/18010/76943/11886/74442/12091/23956/54447/545975",19
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)","64/2083","247/10650",0.259109311740891,1.32477876622203,2.54648703918412,0.00827116490806555,0.0260165732562789,0.0147218820373224,"21926/12443/14281/11739/14283/18970/11911/19055/16476/12575/20525/13653/59008/16169/12028/12317/19697/26401/20375/16414/12330/21937/69010/12444/15015/100683/110196/18035/12010/11652/16178/74769/19056/26419/12981/21808/103573/14969/231991/12428/56150/12915/12048/70549/12649/16151/18749/26420/18710/20851/20807/12236/14534/16177/19698/14998/12445/21423/11515/52717/217232/18186/237336/16653",64
"Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway - Mus musculus (house mouse)","26/2083","84/10650",0.30952380952381,1.582538920513,2.64298045548493,0.0083928904910947,0.0261513205641888,0.0147981308942474,"13874/18479/11352/13649/108058/16476/12575/211323/14388/11652/13867/100042150/74769/26419/234779/18481/208650/70584/26420/18710/20851/26400/21802/12223/18751/16653",26
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway - Mus musculus (house mouse)","23/2083","72/10650",0.319444444444444,1.63326132181149,2.65847202747857,0.00846516735025765,0.0261513205641888,0.0147981308942474,"21926/21938/74205/20525/19697/14081/21937/72993/18035/12702/11652/26419/94180/19079/108079/71609/109648/16151/26420/108099/11604/105787/68401",23
"Metabolism","Carbohydrate metabolism","mmu00030","Pentose phosphate pathway - Mus musculus (house mouse)","13/2083","34/10650",0.382352941176471,1.95490101945723,2.74980581246998,0.00889855066677441,0.0272468896522473,0.0154180756778765,"11676/21881/66171/110208/11674/56421/18642/19895/100198/66681/328099/18641/71336",13
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer - Mus musculus (house mouse)","59/2083","226/10650",0.261061946902655,1.3347622345239,2.50817677077715,0.00926939688302631,0.0281334326449746,0.0159197397991034,"12475/17392/12045/16009/22290/140780/20732/22029/208266/16480/214162/17295/12047/12575/15081/19126/67603/11796/70439/80859/18791/12028/19697/56458/12044/20375/15364/56312/17132/12444/17342/18516/16178/12393/17395/18590/12981/11864/21417/18124/16421/12428/235320/12048/16409/18647/50528/18053/19696/12018/22289/12053/17873/212980/21423/12606/15182/12394/16825",59
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)","24/2083","77/10650",0.311688311688312,1.59360562625085,2.57767951448392,0.0100827417716635,0.0303359013303963,0.0171660409110244,"14268/330662/12550/140580/78514/17295/12385/11867/11465/67771/103967/12927/15163/14388/74769/12390/68089/16402/66713/18710/56212/234683/71890/73178",24
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence - Mus musculus (house mouse)","49/2083","183/10650",0.26775956284153,1.36900592619409,2.48274684547972,0.0102917512956855,0.0306978098991997,0.0173708324954401,"66922/16009/12443/70405/11739/15258/19055/16175/12575/18412/26397/12334/19697/103213/56458/12333/12444/15015/17532/15259/11652/74769/19056/12534/21808/104394/12314/268697/16439/19367/12428/12315/12649/20130/17865/12530/72568/17164/19094/18710/63873/16438/217708/12571/17873/64930/12445/67738/16653",49
"Metabolism","Energy metabolism","mmu00920","Sulfur metabolism - Mus musculus (house mouse)","6/2083","11/10650",0.545454545454545,2.78880984593899,2.92681168219175,0.0103854457997675,0.0307125149292269,0.017379153565063,"20341/246221/23971/22117/23972/66071",6
