"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell growth and death","mmu04215","Apoptosis - multiple species - Mus musculus (house mouse)","17/2229","32/10650",0.53125,2.53827388963661,4.48347663887742,5.85999801097298e-05,0.000410943498020514,0.000213169537878077,"12125/51800/12028/21937/11796/13063/11799/11783/58801/26420/12122/18053/12370/12043/12048/12367/12371",17
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)","73/2229","229/10650",0.318777292576419,1.52309473572852,4.11690652835599,5.92137605216879e-05,0.000410943498020514,0.000213169537878077,"22352/21926/12443/15205/17060/252870/15018/12495/12125/17096/12575/12010/18035/14102/26397/26398/12028/17999/16476/17873/19697/56489/14964/15976/110557/19664/13063/21929/11652/20963/234779/12317/15975/18037/22033/22031/15894/11783/12428/26420/19182/19698/60406/16193/12122/50724/12370/17463/12447/23882/12043/16151/18034/12448/70247/12367/14998/24088/15182/56480/13555/74769/56436/20466/12371/18036/12445/266632/12571/23797/18709/107986/18708",73
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer - Mus musculus (house mouse)","31/2229","76/10650",0.407894736842105,1.94889140752284,4.27101671600314,6.37064250046297e-05,0.000433453519149147,0.000224846205898693,"12443/13649/19765/12575/12028/19354/17873/19697/56044/21808/11652/19361/170758/26420/11836/12190/21803/23882/16151/12048/22339/13555/110157/18805/74769/12371/12571/23797/18709/107986/18708",31
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance - Mus musculus (house mouse)","60/2229","181/10650",0.331491712707182,1.58384331105047,4.07577884284741,7.72351442408238e-05,0.000509555765562732,0.000264322875508045,"22417/18479/13640/20356/69632/226251/17295/22419/19878/67938/171171/67268/12631/53972/58220/19055/93742/19354/13636/93737/11854/20354/12767/56637/50780/13838/319757/14677/12568/14360/17974/234779/13642/12934/13641/319713/20361/170758/20352/20346/13638/107448/18845/57764/18481/13835/70584/107449/214230/16728/117600/18186/20130/110157/20563/74769/108151/18709/18708/244058",60
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)","29/2229","70/10650",0.414285714285714,1.97942703326283,4.22966417760934,7.78284022329245e-05,0.000509555765562732,0.000264322875508045,"112407/13819/18479/17295/12575/20525/16476/112405/21808/15251/11652/14388/215449/107746/18591/18481/70584/11836/216805/11864/214230/21803/22339/110157/74769/22346/23797/18709/18708",29
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)","36/2229","94/10650",0.382978723404255,1.82984450617107,4.15756045763767,8.28966645478909e-05,0.000532687825891077,0.000276322215159636,"18479/227753/330662/20259/17909/19264/11845/17096/17969/76709/12631/57257/11867/19354/50784/14131/16331/17118/74192/17357/14389/56443/11652/22324/20963/234779/67916/18717/211914/16332/110157/18805/74769/23797/18709/18708",36
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease - Mus musculus (house mouse)","49/2229","141/10650",0.347517730496454,1.66041445930338,4.06137459306355,9.24666466058108e-05,0.000583380479494843,0.000302618116164472,"11522/330122/16176/20310/11529/12475/21926/20250/12443/11364/11669/14825/12273/72674/18035/14102/26397/26398/21937/19697/56458/56489/19079/12266/56637/68465/21415/11652/22031/14104/11532/11370/26420/108079/16193/21898/12370/20787/11671/16151/16172/12367/56480/207565/105787/266632/26408/108097/23797",49
"Human Diseases","Infectious disease: viral","mmu05162","Measles - Mus musculus (house mouse)","50/2229","145/10650",0.344827586206897,1.64756114540307,4.03919080833331,9.85959218839333e-05,0.000610942587387944,0.000316915463198357,"16176/17698/12443/68135/14281/14694/16175/18035/14102/12028/16476/19697/56489/15976/56637/208650/13063/21929/11652/15975/22031/71586/11783/193740/26420/27103/16193/12122/21898/12370/12447/12043/16151/20851/12048/12448/12367/24088/56480/74769/12371/18036/56382/12445/266632/12571/23797/20850/18709/18708",50
"Human Diseases","Cancer: specific types","mmu05225","Hepatocellular carcinoma - Mus musculus (house mouse)","58/2229","175/10650",0.331428571428571,1.58354162661027,4.00443698845144,0.000101532321279658,0.000618100271649849,0.000320628382988394,"14859/14858/22417/12443/66447/13649/17295/22419/11789/14860/93687/15368/12575/14873/18024/11465/50493/12028/17873/212398/14863/14368/103140/56637/21808/14862/21415/72057/11652/56615/14872/211666/234779/83796/20587/14870/22413/14388/14857/14362/232223/11836/83797/21803/23882/68214/12048/13555/110157/20416/14871/74769/22409/12571/23797/18709/107986/18708",58
"Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)","43/2229","120/10650",0.358333333333333,1.71209062359803,4.03588998089013,0.000110312942282486,0.000659975706414186,0.000342350510531855,"22417/12443/18131/54720/11465/20525/19744/327987/21833/56458/13371/18128/56421/56637/15251/11652/11936/18642/18797/59024/234779/18799/74055/18795/20544/23989/18749/18129/68975/216154/18641/15182/110157/18640/74769/20466/20502/12371/14534/23797/18709/18708/16410",43
"Metabolism","Global and overview maps","mmu01232","Nucleotide metabolism - Mus musculus (house mouse)","33/2229","85/10650",0.388235294117647,1.85496001900087,4.07144087385977,0.000118833447216424,0.000698901799730494,0.000362542720321294,"66355/27369/382985/66588/56248/18950/80914/11717/12495/209558/23959/22436/23917/11639/66566/68556/18605/109674/18102/22271/18103/54369/20135/22171/68106/12496/229665/66422/78801/11821/55936/210808/50773",33
"Human Diseases","Cancer: specific types","mmu05215","Prostate cancer - Mus musculus (house mouse)","39/2229","107/10650",0.364485981308411,1.74148752845876,3.96589535309297,0.000149580495434244,0.000859921494818852,0.000446068786937733,"17392/12443/20732/14275/13649/14183/11911/12575/18035/18791/19697/56458/21417/56637/50528/21415/11652/16178/14182/14870/22027/231991/18591/18596/11836/18595/20509/13876/12447/12043/16151/12448/13555/110157/74769/12371/23797/18709/18708",39
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)","76/2229","247/10650",0.307692307692308,1.47013148359043,3.84606063926869,0.000153023288370711,0.000859921494818852,0.000446068786937733,"21926/12443/11739/18970/22333/110196/14283/15018/14281/11911/20375/16414/12575/12010/18035/19055/26398/12028/20525/69010/12257/21937/16476/19697/22334/14964/110557/59008/21808/16169/12330/11652/26401/16178/56150/12317/12649/16177/15894/100683/12428/231991/26420/19698/16193/103573/18749/18018/217232/21803/12236/12447/18186/16151/20851/18034/12048/12448/12915/234729/14998/19385/13555/11909/21374/74769/52717/12445/21894/14534/23797/20850/18709/18708/237336/12580",76
"Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal - Mus musculus (house mouse)","37/2229","100/10650",0.37,1.7678331090175,3.96888229514057,0.000153645915500775,0.000859921494818852,0.000446068786937733,"66922/226421/59026/11911/18412/66437/17342/12177/56486/16476/14232/94044/19697/15251/68943/19349/57436/12176/71648/53375/67443/170731/50873/26420/17532/231874/213948/72018/270151/56715/12048/20130/56480/13555/72542/21425/270096",37
"Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism - Mus musculus (house mouse)","18/2229","37/10650",0.486486486486487,2.3243970754065,4.15171570656326,0.000158264197113785,0.000861280592594496,0.000446773794429422,"11997/11676/15277/14187/56421/20322/212032/67861/18642/16548/319801/29858/15275/18641/18640/75540/170768/69080",18
"Metabolism","Lipid metabolism","mmu00100","Steroid biosynthesis - Mus musculus (house mouse)","12/2229","20/10650",0.6,2.86675639300135,4.29896220498126,0.000158852904686017,0.000861280592594496,0.000446773794429422,"20775/13121/14137/235293/66234/20652/74754/18194/73166/16987/13360/16889",12
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis - Mus musculus (house mouse)","30/2229","77/10650",0.38961038961039,1.86153012532555,3.90341142278021,0.000221555809648728,0.00118276716843244,0.000613539165181093,"16176/12475/20311/216799/70405/21926/14281/16414/16175/12631/12314/16476/19697/66824/16409/12266/83430/14677/16402/16362/50908/16153/50909/26420/16193/21898/107607/12367/266632/12315",30
"Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway - Mus musculus (house mouse)","32/2229","84/10650",0.380952380952381,1.8201627892072,3.88250492573423,0.000226058676719401,0.00118852061850958,0.000616523663780184,"18479/13649/11352/15200/12575/13874/26398/16476/13867/56637/208650/11652/211323/17974/234779/100042150/14388/26420/18481/70584/11836/214230/20851/12402/110157/20416/74769/11839/23797/20850/18709/18708",32
"Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","52/2229","158/10650",0.329113924050633,1.57248240966319,3.72983107975319,0.000275425888315454,0.00142645945142481,0.00073995014771316,"22417/12443/209456/12550/319710/21676/18759/97064/22630/22601/22419/11789/71978/12385/16414/11465/58220/93742/211652/93737/21679/12695/19052/51792/11796/56289/14368/12161/56637/14219/21808/21415/23859/20583/217325/21678/11799/12156/15901/22413/14362/64010/105782/22629/21803/18787/14164/101543/52432/11839/22409/12445",52
"Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)","42/2229","121/10650",0.347107438016529,1.65845411165367,3.74759154376971,0.00029291400976624,0.00149472296160126,0.000775360614087107,"70405/110651/73914/11911/18035/12314/12028/16476/19697/18049/23921/56637/20661/11652/26401/234779/18037/20112/108960/17164/20111/14388/215449/107746/26420/18205/192662/12326/18053/12043/72843/18212/110157/20416/74769/18036/266632/26408/23797/12315/18709/18708",42
"Metabolism","Glycan biosynthesis and metabolism","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Mus musculus (house mouse)","12/2229","21/10650",0.571428571428571,2.73024418381081,4.08317934646368,0.000300200440312804,0.00150970366360207,0.000783131583424705,"233781/212898/58250/218271/77590/338362/74241/234356/319901/100910/269941/78752",12
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway - Mus musculus (house mouse)","72/2229","237/10650",0.30379746835443,1.45152222430448,3.61653759772819,0.000343104313558335,0.0017008170972106,0.000882268234864289,"70405/66922/18479/217944/13640/17356/13649/19417/225845/16590/21844/17295/19765/14183/11352/11845/14693/12314/19354/13636/19697/12977/56289/18049/14389/56044/85031/11652/64337/19414/234779/74055/14182/66066/14388/54354/17311/170758/13638/14173/215449/26420/18205/17532/18591/18481/18596/70584/66350/18595/18053/241694/18749/214230/14701/16151/12048/22339/20130/14164/18212/56480/110157/20416/18805/74769/58231/19731/23797/12315/18709/18708",72
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer - Mus musculus (house mouse)","28/2229","72/10650",0.388888888888889,1.85808284731569,3.7585583915047,0.000367654200876708,0.00179684517893264,0.000932081072645175,"12443/13649/17295/16573/12575/12028/17873/56289/14198/11652/11682/234779/218772/54354/11836/23882/20851/13555/110157/74769/58231/12371/12571/23797/20850/18709/107986/18708",28
"Genetic Information Processing","Replication and repair","mmu03030","DNA replication - Mus musculus (house mouse)","17/2229","36/10650",0.472222222222222,2.25624345745476,3.8843033176994,0.000376236233206065,0.00181324962392367,0.000940590583015162,"17218/17215/18973/14156/16881/17220/68240/19076/69263/18974/17217/18971/19891/68209/59001/19718/381760",17
"Metabolism","Glycan biosynthesis and metabolism","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Mus musculus (house mouse)","15/2229","30/10650",0.5,2.38896366083446,3.91937543750944,0.000382142906420758,0.00181648751408223,0.000942270180215566,"56176/18700/233575/78928/110417/228812/329777/67556/18701/320655/13481/14731/67292/276846/433931",15
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)","29/2229","76/10650",0.381578947368421,1.82315647800524,3.70507631281509,0.000423311263374171,0.00195852011187783,0.00101594703209801,"11522/14859/11529/14858/11670/13849/12409/66447/621603/54486/14860/14873/13078/14863/76263/103140/14862/15483/56615/14872/211666/14870/12408/74134/11532/14857/68214/14871/110198",29
"Human Diseases","Cancer: specific types","mmu05220","Chronic myeloid leukemia - Mus musculus (house mouse)","29/2229","76/10650",0.381578947368421,1.82315647800524,3.70507631281509,0.000423311263374171,0.00195852011187783,0.00101594703209801,"12443/12575/18035/12028/17873/19697/14389/21808/11652/12394/11836/13017/21803/23882/16151/20851/12048/12402/15182/13555/110157/20416/74769/12571/23797/20850/18709/107986/18708",29
"Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism - Mus musculus (house mouse)","23/2229","56/10650",0.410714285714286,1.96236300711402,3.71475831780034,0.000484548346420596,0.00221234573957825,0.00114761450468036,"12583/17449/107869/246221/232087/56369/11702/22117/14630/107272/20603/236539/12036/70266/12035/20810/14629/16828/73988/238505/210808/13433/14718",23
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia - Mus musculus (house mouse)","27/2229","70/10650",0.385714285714286,1.84291482407229,3.64013501268931,0.000541315436290123,0.00243943449860614,0.00126541270821068,"12475/12045/12443/16480/16590/12047/20375/12044/19697/16409/21415/67603/11652/19015/12394/12428/11836/16151/20851/19401/110157/74769/12606/23797/20850/18709/18708",27
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)","40/2229","117/10650",0.341880341880342,1.63347942621159,3.54467985859797,0.000572853483688682,0.00254846357487145,0.00132196957774311,"112407/13819/13649/11676/21857/15277/13614/15368/12575/14433/68263/13684/20525/19697/112405/56421/212032/15251/22042/11652/18642/234779/228026/13806/16193/21898/12043/22339/15275/18787/16828/18641/18655/74769/22346/23797/18709/17346/18708/170768",40
"Human Diseases","Cancer: overview","mmu05208","Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)","69/2229","229/10650",0.301310043668122,1.43963748993517,3.46007391931298,0.000581851838049243,0.00255572895953275,0.00132573836517549,"14859/14858/13849/13057/66447/13850/11739/20463/13649/22333/17295/14281/14860/67680/11352/17970/17969/15368/14873/18024/18035/104130/67003/26398/66495/13078/16476/72900/19697/14863/22334/17993/103140/22273/68375/20656/68194/68349/17995/14862/15251/11652/22272/56615/14872/211666/66108/12408/71932/75292/14857/26420/11836/19271/68214/16151/66052/22339/66377/20655/110157/14871/18805/74769/11622/26408/23797/18709/18708",69
"Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway - Mus musculus (house mouse)","46/2229","140/10650",0.328571428571429,1.56989040569121,3.49205937575019,0.000628281935759781,0.00272517289635805,0.00141363435545951,"110095/70405/19268/18759/15277/106628/12314/13684/19744/56458/23921/19079/16890/56637/212032/208650/11652/53412/14104/102093/14252/107746/26420/108079/11836/216233/18749/104215/20787/14936/16332/53413/12402/15275/110157/20416/105787/64930/74769/108097/23797/12315/68961/18709/17346/18708",46
"Metabolism","Nucleotide metabolism","mmu00240","Pyrimidine metabolism - Mus musculus (house mouse)","23/2229","57/10650",0.403508771929825,1.92793558593658,3.61387715616827,0.000653465208128104,0.00279941268173398,0.00145214490695134,"382985/66588/80914/12495/69719/209558/103149/23959/68556/18605/18102/22271/66401/18103/54369/20135/22171/99586/68106/66422/22247/55936/50773",23
"Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism - Mus musculus (house mouse)","10/2229","17/10650",0.588235294117647,2.81054548333465,3.84355948809153,0.000715586400503573,0.00302815220700902,0.00157079941573955,"107869/23971/50493/20768/23972/214580/232223/70266/50880/238505",10
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection - Mus musculus (house mouse)","72/2229","243/10650",0.296296296296296,1.41568216938338,3.37232459173809,0.000756679972991125,0.00316346928467374,0.00164099271251087,"70405/21926/21938/18479/15018/14281/26965/14693/12010/12631/18035/14102/26397/19055/12314/12028/19354/21937/16476/69550/19697/14964/110557/12767/16440/13063/14677/11652/12534/11767/64337/80287/234779/12317/268697/252903/22033/12649/16439/16438/66066/170758/14672/26420/18481/70584/12122/21898/108012/18018/12370/214230/14701/12043/16151/12048/12367/24088/56480/110157/19229/74769/19303/12371/214763/266632/11769/23797/12315/18709/11766/18708",72
"Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)","30/2229","82/10650",0.365853658536585,1.74802219085448,3.49826431393435,0.00077483768232908,0.00320081756866894,0.00166036646213374,"20303/16176/216799/26388/18035/27041/54483/19697/66824/56489/74568/77125/16173/66491/16193/13423/12370/58203/67486/16151/218832/12367/56480/70408/70428/17749/67065/18036/214763/26939",30
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration - Mus musculus (house mouse)","40/2229","119/10650",0.336134453781513,1.60602599047694,3.42024753391963,0.000838380152671929,0.00342256368208423,0.00177539326448173,"17698/109711/13057/18260/16456/17356/60595/19878/53624/12385/67938/17970/12740/16414/17969/17972/67268/11465/57257/19354/16409/12767/239931/14677/22324/234779/22329/15894/54354/12927/215449/18613/56508/71908/223864/19229/74769/19303/18709/18708",40
"Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)","24/2229","62/10650",0.387096774193548,1.84952025354926,3.45135974924353,0.00101770620448943,0.00410632619718409,0.00213008275358252,"16176/21926/19883/16175/17132/16476/19697/16174/16173/16190/21808/83430/14462/16153/257632/209590/16193/16182/21898/18018/21803/14998/24088/20852",24
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis - Mus musculus (house mouse)","37/2229","109/10650",0.339449541284404,1.62186523763073,3.35734705016276,0.00105137738114568,0.00419342472709828,0.00217526354719796,"21926/16835/16403/16774/16155/18035/26397/16777/16782/15944/21937/19697/11796/21808/16154/13063/14677/11652/16775/16780/193740/16153/26420/21898/16776/12370/21803/12043/16151/12048/12367/14998/24088/12371/18036/266632/23797",37
"Genetic Information Processing","Replication and repair","mmu03440","Homologous recombination - Mus musculus (house mouse)","18/2229","42/10650",0.428571428571429,2.0476831378581,3.4999791555641,0.00107883477795455,0.00425404168125259,0.00220670750036157,"19361/12189/107976/12021/57434/12144/68240/235559/210766/18971/19891/12190/21975/19363/225182/381760/19365/20184",18
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway - Mus musculus (house mouse)","59/2229","194/10650",0.304123711340206,1.45308098957972,3.27658570463891,0.00109570604855635,0.00427202245897814,0.00221603470494543,"20303/330122/20302/57349/20310/20311/18479/140580/21844/57266/20305/14825/12768/19878/14693/94176/17096/17969/18035/57257/93742/56744/14191/20306/19354/20296/19697/12767/24047/56637/14773/14677/11652/22324/64337/18797/234779/20312/66066/170758/18795/12927/215449/20300/18749/20301/14701/16151/20851/110157/20416/19229/74769/26385/19303/18036/23797/18709/18708",59
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)","29/2229","80/10650",0.3625,1.73199865410498,3.38100175706479,0.00111415613737106,0.00429569088519732,0.00222831227474213,"13649/17295/14183/12125/12028/13684/13867/56637/11652/211323/26362/234779/100042150/14388/14173/18591/18596/11836/16193/18595/12043/12048/22339/110157/20416/74769/23797/18709/18708",29
"Metabolism","Carbohydrate metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse)","17/2229","39/10650",0.435897435897436,2.08268626841978,3.48485240513743,0.00117320926642922,0.00447366610385648,0.00232063371381604,"107652/15212/15277/71884/212032/14584/50798/56174/54342/19703/26384/29858/15275/74246/245847/75540/69080",17
"Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism - Mus musculus (house mouse)","28/2229","77/10650",0.363636363636364,1.73742811697051,3.34113137851598,0.00127388667291565,0.00480476821197532,0.002492386968748,"233011/16329/84095/75678/16331/18704/104776/18797/18718/234779/18799/18717/53332/74055/18795/219135/234515/71780/17772/103199/16332/225326/320404/74769/170749/67073/74302/83493",28
"Metabolism","Glycan biosynthesis and metabolism","mmu00511","Other glycan degradation - Mus musculus (house mouse)","10/2229","18/10650",0.555555555555556,2.65440406759384,3.61408174869408,0.00130922201978247,0.00484296550018993,0.00251220112401783,"15212/18010/73744/50877/11593/12091/17160/23956/66848/17159",10
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis - Mus musculus (house mouse)","26/2229","70/10650",0.371428571428571,1.77465871947702,3.3453704302293,0.00131192725365376,0.00484296550018993,0.00251220112401783,"16176/21926/13057/14281/17970/16414/17969/17972/16175/13627/18035/14131/16476/19697/16409/17357/12266/21808/19225/16153/21898/21803/14998/24088/18036/266632",26
"Metabolism","Metabolism of cofactors and vitamins","mmu00770","Pantothenate and CoA biosynthesis - Mus musculus (house mouse)","11/2229","21/10650",0.523809523809524,2.50272383515991,3.54625721882187,0.00142595900043649,0.00515611364912658,0.00267464108600226,"11669/209558/103149/18605/246277/75735/12036/12035/99586/11671/71743",11
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)","66/2229","224/10650",0.294642857142857,1.40778215727745,3.17337197494393,0.00143760923518152,0.00515611364912658,0.00267464108600226,"330122/20310/70405/12443/54720/14825/15018/14281/12768/14693/17096/12575/18035/14102/19055/26398/12314/12028/21937/16476/19697/56489/14964/15976/110557/12266/56637/16440/19225/15251/21415/13063/11652/20963/64337/234779/15975/17164/22031/16439/16438/15894/66066/14173/67443/26420/18591/16193/12122/18018/12370/14701/225326/16151/22339/12367/56480/13555/110157/74769/12371/12571/23797/12315/18709/18708",66
"Organismal Systems","Immune system","mmu04621","NOD-like receptor signaling pathway - Mus musculus (house mouse)","65/2229","220/10650",0.295454545454545,1.41166034503854,3.17421130456942,0.00144133436301233,0.00515611364912658,0.00267464108600226,"330122/16176/20310/216799/21926/13057/71914/22333/12363/14825/13030/18035/109333/56486/54483/15944/20296/16476/69538/19697/66824/11796/22334/56489/15976/12364/24014/16173/244332/16440/21929/18797/14469/57436/15975/22033/22031/16439/16438/59079/18795/257632/67443/56338/170731/26420/22051/210766/16193/18439/21898/12370/107607/270151/12043/16151/12048/55991/24105/56480/67955/18036/266632/59125/58800",65
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway - Mus musculus (house mouse)","47/2229","149/10650",0.315436241610738,1.5071314370365,3.20719932847042,0.00147180450787827,0.00521138943095674,0.0027033144022254,"14127/66922/13649/16590/28169/11845/68262/50784/19744/72318/14389/56044/13139/11652/20963/18797/103967/14360/234779/67916/18717/14388/17311/18795/104418/17532/18591/18596/56508/52123/14745/18595/55979/20130/223864/110157/20416/19229/64930/18805/74769/56077/23797/14673/14674/18709/18708",47
"Organismal Systems","Immune system","mmu04611","Platelet activation - Mus musculus (house mouse)","41/2229","126/10650",0.325396825396825,1.55472238244782,3.22253881060896,0.00148908713629635,0.00521932561913975,0.00270743115690246,"14127/108101/19224/54519/69632/18759/19878/67938/12825/19092/17096/16822/67268/11465/14131/16399/16440/14677/11652/20963/18797/20866/107589/14360/234779/16439/16438/18795/215449/20619/12842/16398/18749/12843/74769/16801/21894/23797/14674/18709/18708",41
"Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes - Mus musculus (house mouse)","33/2229","96/10650",0.34375,1.64241251682369,3.25288477549907,0.00150608691096132,0.0052261215810358,0.00271095643973038,"104158/14859/14858/66447/382985/66588/80914/14860/14873/14863/103140/72361/14862/103149/22436/23917/56615/14872/13897/211666/68556/14870/18102/22271/14857/18103/54369/20135/99586/68214/22247/14871/110006",33
NA,NA,"mmu04820","Cytoskeleton in muscle cells - Mus musculus (house mouse)","68/2229","233/10650",0.291845493562232,1.39441655739694,3.13176654610868,0.00161176627778039,0.00553745443950293,0.0028724547524799,"22352/71409/71960/74103/13506/319565/20969/54132/16403/16480/21825/208846/109620/20743/56376/11717/20971/12825/11465/22003/12826/54004/12827/13003/59069/14268/16399/13138/14118/64009/326618/70435/12111/16402/213019/24051/16651/21828/109674/192897/12832/13008/13806/15530/16419/109676/14115/14200/12842/16398/12830/17929/22379/12843/57778/109700/229665/12833/12834/12835/77053/13527/67399/21894/13405/14114/16410/16906",68
"Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway - Mus musculus (house mouse)","41/2229","127/10650",0.322834645669291,1.54248047392461,3.16405336813843,0.00176278742061362,0.00599693367600907,0.00311080133049462,"20250/12443/15357/71978/72674/19744/19052/13629/51792/56458/19079/56421/16890/68465/225849/11652/18642/13631/69008/14104/12428/231991/108079/12638/227154/12683/20787/14936/18641/207565/105787/64930/18640/17274/74769/52432/108097/23797/18709/18708/170768",41
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease - Mus musculus (house mouse)","50/2229","162/10650",0.308641975308642,1.47466892644102,3.13205647367135,0.00178932728801038,0.00602812202853981,0.00312697972662007,"16176/21926/20463/14281/67680/12125/11911/72674/16175/14102/104130/67003/12028/66495/21937/16476/72900/19697/17993/22273/68375/19079/56637/68194/68349/17995/68465/13063/11652/22272/66108/26420/108079/16193/12122/12370/20787/21803/66052/12367/66377/13198/105787/74769/26408/108097/12606/23797/18709/18708",50
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A - Mus musculus (house mouse)","53/2229","174/10650",0.304597701149425,1.45534567843938,3.11562882026564,0.00183759100501223,0.00613119306480042,0.00318044597021348,"16176/216799/21926/231382/81489/11739/22333/110196/16175/11465/18035/14102/12028/217069/20296/21937/19697/66824/56489/15976/77125/24014/16173/50528/13063/11652/15975/22031/15894/71586/11783/16193/103573/12122/21898/12370/270151/16151/12367/14998/56480/21933/110157/74769/12371/18036/12445/266632/12571/23797/56488/18709/18708",53
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)","38/2229","116/10650",0.327586206896552,1.56518308813292,3.14882924085495,0.00190026909341581,0.00627993690871701,0.00325760416014139,"17386/13649/18227/16658/14281/15200/11911/17938/12575/75607/213498/19227/16440/14677/12393/18797/22337/53416/14182/16439/14462/69847/16438/18795/231991/14672/11836/18749/12043/12915/20393/110157/11909/18805/16801/17258/14673/14674",38
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway - Mus musculus (house mouse)","26/2229","72/10650",0.361111111111111,1.725362643936,3.17721984628678,0.00209527599477859,0.00685906386969971,0.00355801584019005,"21926/21938/74205/14081/72674/18035/20525/21937/19697/19079/68465/72993/11652/18037/94180/109648/26420/108079/50790/16151/207565/105787/18036/108097/433256/23797",26
"Cellular Processes","Transport and catabolism","mmu04146","Peroxisome - Mus musculus (house mouse)","30/2229","87/10650",0.344827586206897,1.64756114540307,3.12014216905893,0.002285406901666,0.00741155322315982,0.00384460974112037,"51798/13850/20280/74114/74205/14081/19299/113868/228061/16922/76263/20656/208982/20524/67993/18634/22436/56273/18477/269951/17855/28200/26378/15488/59038/18631/50790/56794/20655/433256",30
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis - Mus musculus (house mouse)","66/2229","228/10650",0.289473684210526,1.38308422469363,3.0082489333672,0.0023342404991192,0.00749982827031816,0.00389040083186533,"109711/12443/227753/22029/18970/20259/22630/60595/252870/15018/56233/11911/17096/12575/18746/18035/12028/16476/19697/14964/69116/110557/19664/12266/12534/20963/22033/17164/22031/12649/58801/12428/231991/83945/105782/22629/107932/18749/12370/23894/12447/16151/20851/18034/12448/12915/234729/12367/15182/19385/11909/21374/83602/74769/19303/209357/12445/11972/14534/12571/20850/56463/18709/18708/237336/229906",66
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","42/2229","133/10650",0.31578947368421,1.50881915421123,3.03788234070106,0.00249516275058337,0.00794331627938007,0.00412045224866978,"26557/12443/13649/12452/170755/252870/12125/12575/56486/17873/56458/19079/20656/21808/12581/11652/20873/57436/268697/73251/12176/18817/12053/16153/26420/16598/108079/11836/16193/20620/21803/23882/20393/110157/105787/74769/58231/108097/23797/18709/26556/18708",42
